Mom ID,i1338,i1333,i1338,i1338,i1312,i1321,i1333,i1321,i1312,i1328,i1312,i1312,i1312,i1338,i1345,i1312,i1345,i1323,i1323,i1353,i1353,i1312,i1368,i1311,i1327,i1333,i1343,i1343,i3123,i3129,i1312,i1345,i3144,i3134,i1353,i3129,i3151,i3129,i3153,i3151,i1338,i1338,i3151,i3134,i3129,i3151,i3139,i3151,i3146,i3150,i3151,i3151,i3150,i3144,i3123,i3146,i3123,i3144,i3144,i1312,i3139,i3139,i3146,i3139,i3134,i3153,i3151,i3139,i3153,i3139,i3151,i1350,i3151,i3153,i3153,i1350,i3151,i3151
Birthdate,38553,38557,38553,38553,38579,38553,38557,38553,38555,38561,38555,38555,38561,38567,38555,38561,38555,38555,38555,38553,38563,38565,38571,38565,38565,38565,38565,38565,38631,38637,38585,38593,38613,38625,38585,38655,38607,38637,38639,38663,38605,38609,38627,38629,38631,38607,38611,38673,38675,38685,38637,38673,38685,38619,38587,38667,38607,38613,38619,38591,38611,38615,38667,38611,38645,38655,38615,38621,38639,38641,38615,38591,38627,38629,38637,38591,38627,38627
ID,i1594,i1595,i1596,i1597,i1598,i1599,i1600,i1601,i1602,i1603,i1604,i1605,i1606,i1607,i1608,i1609,i1610,i1611,i1612,i1613,i1614,i1615,i1616,i1617,i1618,i1619,i1620,i1621,i3333,i3334,i3335,i3336,i3337,i3338,i3339,i3340,i3341,i3342,i3343,i3344,i3345,i3346,i3347,i3348,i3349,i3350,i3351,i3352,i3353,i3354,i3355,i3356,i3357,i3358,i3359,i3360,i3361,i3362,i3363,i3364,i3365,i3366,i3367,i3368,i3369,i3370,i3371,i3372,i3373,i3374,i3375,i3376,i3377,i3378,i3379,i3380,i3381,i3382
Vial,mb1,mb1,mb2,mb3,mb3,mb4,mb4,mb5,mb6,mb6,mb7,mb8,mb8,mb8,mb9,mb9,mb10,mb11,mb12,mb13,mb14,mb14,mb14,mb15,mb16,mb17,mb18,mb19,mb1,mb1,mb2,mb2,mb2,mb2,mb3,mb3,mb4,mb5,mb5,mb5,mb6,mb6,mb6,mb6,mb6,mb7,mb7,mb7,mb7,mb7,mb8,mb9,mb9,mb10,mb11,mb11,mb12,mb12,mb12,mb13,mb13,mb13,mb13,mb14,mb14,mb14,mb15,mb15,mb15,mb15,mb16,mb17,mb17,mb17,mb17,mb19,mb19,mb20
Age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
13,-1,1.852,2.003,1.683,-1,-1,1.901,1.997,-1,1.877,2.03,-1,-1,1.874,-1,1.827,2.068,1.858,2.001,1.728,-1,-1,1.975,1.975,1.975,2.099,1.951,1.852,-1,1.778,-1,1.533,-1,1.406,1.852,1.663,1.689,-1,1.504,1.581,-1,-1,-1,-1,na,-1,1.778,-1,-1,-1,1.704,-1,-1,1.31,1.853,-1,-1,-1,1.676,-1,-1,1.887,-1,1.613,-1,-1,-1,na,-1,1.552,1.949,-1,-1,-1,1.494,1.986,1.72,1.559
15,-1,2.025,2.021,1.814,-1,-1,1.877,2.08,-1,2.049,2.099,-1,-1,1.975,-1,1.951,2,1.778,2.099,1.852,-1,-1,2.02,1.892,1.997,2.071,1.978,1.839,-1,1.886,-1,1.531,-1,1.388,1.781,1.877,1.788,-1,1.6,1.809,-1,-1,-1,-1,1.778,-1,1.71,-1,-1,-1,1.535,-1,-1,1.422,1.873,-1,-1,-1,1.671,-1,-1,1.906,-1,1.796,-1,-1,-1,1.728,-1,1.531,1.762,-1,-1,-1,1.896,1.981,1.83,1.642
17,-1,2.074,2.049,1.877,-1,-1,1.975,2.099,-1,2.222,2.099,-1,-1,2,-1,2,1.975,1.877,2.198,1.803,-1,-1,na,1.951,1.975,2.198,2.099,1.877,-1,1.828,-1,1.72,-1,1.53,na,1.843,1.852,-1,-1,1.714,-1,-1,-1,-1,1.831,-1,1.92,-1,-1,-1,1.616,-1,-1,1.481,1.935,-1,-1,-1,1.728,-1,-1,1.958,-1,1.823,-1,-1,-1,1.699,-1,1.556,1.819,-1,-1,-1,1.838,1.951,1.975,1.753
19,-1,2.074,2.025,1.877,-1,-1,1.975,2.198,-1,2.191,2.099,-1,-1,2.024,-1,2.051,2.074,1.975,2.173,1.901,-1,-1,2,1.975,2.074,2.148,2.099,1.926,-1,1.852,-1,1.75,-1,1.654,1.882,1.914,1.787,-1,-1,1.817,-1,-1,-1,-1,1.839,-1,1.952,-1,-1,-1,1.704,-1,-1,1.476,1.979,-1,-1,-1,1.814,-1,-1,2.007,-1,1.944,-1,-1,-1,-1,-1,1.495,1.905,-1,-1,-1,1.951,2.031,1.965,1.739
21,-1,2.148,2.025,1.951,-1,-1,2.099,2.099,-1,2.346,2.148,-1,-1,na,-1,2.123,2.074,2.025,2.321,-1,-1,-1,2,1.906,2.047,2.05,2.061,1.89,-1,1.843,-1,-1,-1,1.623,1.96,1.879,1.974,-1,-1,1.865,-1,-1,-1,-1,1.877,-1,1.925,-1,-1,-1,1.847,-1,-1,1.544,2.03,-1,-1,-1,1.803,-1,-1,2.074,-1,2.012,-1,-1,-1,-1,-1,1.647,2,-1,-1,-1,1.889,-1,2.003,1.829
23,-1,2.233,2.025,1.951,-1,-1,2.118,2.272,-1,-2.346,2.247,-1,-1,2.123,-1,2.123,2.123,1.975,2.247,-1,-1,-1,2.025,1.975,na,-1,na,-1,-1,1.902,-1,-1,-1,1.674,2.025,2.076,1.955,-1,-1,1.956,-1,-1,-1,-1,1.887,-1,1.987,-1,-1,-1,1.892,-1,-1,1.742,1.959,-1,-1,-1,2.023,-1,-1,2.011,-1,1.966,-1,-1,-1,-1,-1,1.715,2.009,-1,-1,-1,2.031,-1,1.889,1.852
25,-1,2.198,2.099,2.074,-1,-1,2.148,2.321,-1,2.229,2.203,-1,-1,2.123,-1,2.148,2.077,2.073,2.364,-1,-1,-1,2.025,1.975,2.049,-1,2.247,-1,-1,2.065,-1,-1,-1,1.827,2.043,1.922,1.866,-1,-1,-1,-1,-1,-1,-1,1.859,-1,2.099,-1,-1,-1,1.899,-1,-1,1.778,2.088,-1,-1,-1,1.975,-1,-1,2.063,-1,2.025,-1,-1,-1,-1,-1,1.792,2.057,-1,-1,-1,1.907,-1,2.025,1.938
27,-1,2.198,2.067,-1,-1,-1,2.148,2.305,-1,2.543,2.42,-1,-1,2.222,-1,2.198,2.074,2.099,2.444,-1,-1,-1,2.025,2.025,2.074,-1,2.148,-1,-1,2.124,-1,-1,-1,1.843,2.067,1.935,2.025,-1,-1,-1,-1,-1,-1,-1,1.951,-1,1.979,-1,-1,-1,1.993,-1,-1,1.758,2.035,-1,-1,-1,1.984,-1,-1,2.073,-1,1.866,-1,-1,-1,-1,-1,1.772,1.964,-1,-1,-1,2.038,-1,na,1.904
29,-1,2.319,-1,-1,-1,-1,2.163,2.321,-1,2.469,2.346,-1,-1,2.222,-1,2.198,2.198,2.099,2.444,-1,-1,-1,2.072,1.975,2.123,-1,2.222,-1,-1,2.004,-1,-1,-1,1.806,2.149,2.117,2.025,-1,-1,-1,-1,-1,-1,-1,1.948,-1,1.959,-1,-1,-1,2.086,-1,-1,1.942,2.099,-1,-1,-1,2.146,-1,-1,2.123,-1,1.922,-1,-1,-1,-1,-1,1.852,2.099,-1,-1,-1,2.16,-1,2.082,2.049
31,-1,na,-1,-1,-1,-1,na,2.395,-1,2.617,2.335,-1,-1,2.222,-1,2.272,2.271,2.194,2.492,-1,-1,-1,1.933,2.025,-1,-1,2.272,-1,-1,2.062,-1,-1,-1,1.877,2.061,1.975,1.928,-1,-1,-1,-1,-1,-1,-1,1.995,-1,2.179,-1,-1,-1,na,-1,-1,2.025,2.047,-1,-1,-1,2.099,-1,-1,1.938,-1,2.164,-1,-1,-1,-1,-1,1.942,1.99,-1,-1,-1,2.024,-1,2.148,1.924
33,-1,2.296,-1,-1,-1,-1,2.247,2.415,-1,2.568,na,-1,-1,2.345,-1,2.272,na,na,2.395,-1,-1,-1,1.996,-1,-1,-1,2.222,-1,-1,2.222,-1,-1,-1,1.835,2.119,,1.959,-1,-1,-1,-1,-1,-1,-1,1.991,-1,2.198,-1,-1,-1,2.077,-1,-1,1.817,2.092,-1,-1,-1,2.056,-1,-1,2.113,-1,2.148,-1,-1,-1,-1,-1,1.83,1.942,-1,-1,-1,2.222,-1,2.122,2.022
35,-1,2.296,-1,-1,-1,-1,2.247,na,-1,2.593,2.346,-1,-1,2.153,-1,2.346,2.296,2.222,2.444,-1,-1,-1,-1,-1,-1,-1,2.359,-1,-1,2.285,-1,-1,-1,1.974,2.15,,2.005,-1,-1,-1,-1,-1,-1,-1,2.136,-1,2.029,-1,-1,-1,2.099,-1,-1,1.855,2.217,-1,-1,-1,2.262,-1,-1,2.148,-1,-1,-1,-1,-1,-1,-1,1.999,2.198,-1,-1,-1,2.2,-1,2.19,2.049
37,-1,2.444,-1,-1,-1,-1,2.346,2.296,-1,2.591,-1,-1,-1,2.271,-1,2.374,2.296,2.173,2.519,-1,-1,-1,-1,-1,-1,-1,2.377,-1,-1,2.116,-1,-1,-1,1.96,2.213,,2.173,-1,-1,-1,-1,-1,-1,-1,2.133,-1,1.989,-1,-1,-1,2.167,-1,-1,2.049,2.247,-1,-1,-1,2.198,-1,-1,2.111,-1,-1,-1,-1,-1,-1,-1,1.99,2.082,-1,-1,-1,2.153,-1,2.093,2.165
39,-1,2.444,-1,-1,-1,-1,2.346,2.296,-1,-1,-1,-1,-1,2.356,-1,2.372,2.395,2.222,-1,-1,-1,-1,-1,-1,-1,-1,na,-1,-1,2.282,-1,-1,-1,2.063,2.217,,2.134,-1,-1,-1,-1,-1,-1,-1,2.165,-1,2.272,-1,-1,-1,2.065,-1,-1,2.057,2.21,-1,-1,-1,2.3,-1,-1,2.128,-1,-1,-1,-1,-1,-1,-1,2.064,2.056,-1,-1,-1,2.128,-1,2.245,2.219
