Mom ID,i186,i186,i182,i186,i166,i179,i189,i179,i183,i183,i183,i165,i179,i186,i161,i161,i165,i183,i151,i151,i186,i166,i183,i1705,i1708,i1718,i1714,i1715,i1718,i1713,i1717,i1718,i1899,i1717,i1717,i1705,i1708,i1710,i1899,i1717,i1721,i1721
Birth date,38553,38553,38561,38559,38555,38565,38555,38565,38559,38559,38555,38559,38565,38563,38555,38555,38559,38565,38561,38561,38563,38587,38583,38609,38641,38673,38621,38665,38683,38609,38629,38683,38663,38611,38625,38615,38647,38615,38663,38621,38667,38667
ID,i469,i470,i473,i475,i476,i477,i478,i479,i481,i485,i486,i488,i491,i494,i496,i497,i499,i502,i503,i504,i505,i509,i514,i1889,i1890,i1891,i1892,i1893,i1894,i1895,i1896,i1897,i1898,i1900,i1901,i1902,i1903,i1904,i1905,i1906,i1907,i1908
Vial,MC1,mc2,mc3,mc4,mc5,mc5,mc6,mc6,mc7,mc8,mc9,mc10,mc11,mc12,mc13,mc14,mc15,mc16,mc17,mc18,mc19,mc4,mc7,mc1,mc1,mc1,mc2,mc2,mc2,mc3,mc3,mc3,mc4,mc5,mc5,mc6,mc6,mc7,mc7,mc8,mc8,mc9
Age ,1,2,5,7,8,9,10,11,13,17,18,20,23,26,28,29,31,34,35,36,37,41,46,51,52,53,54,55,56,57,58,59,60,62,63,64,65,66,67,68,69,70
1.000,0.792,0.831,0.864,0.864,0.864,0.815,0.840,0.840,0.790,0.840,0.815,0.815,0.864,0.790,0.790,0.765,0.790,0.864,0.864,0.864,0.815,0.864,0.790,0.864,0.840,0.840,0.840,0.864,0.840,0.840,0.790,0.840,0.840,0.864,0.864,0.864,0.840,0.790,0.840,0.840,0.864,0.864
3.000,1.037,1.037,1.185,1.160,1.086,1.111,1.111,1.037,0.963,0.988,0.988,1.012,1.086,1.037,1.136,1.012,1.037,0.914,1.086,1.185,1.210,1.086,1.279,1.086,0.957,1.136,1.012,0.963,1.062,0.988,1.037,0.963,1.012,0.988,1.111,1.111,0.995,0.988,1.136,1.037,1.109,1.011
5.000,1.704,1.481,1.185,1.654,1.531,1.235,1.679,1.556,1.457,1.383,1.383,1.506,1.531,1.333,1.704,1.457,1.037,1.111,1.235,1.605,1.309,1.457,1.235,1.284,1.210,1.580,1.333,1.358,,1.481,1.195,,1.333,1.259,1.259,1.358,1.185,1.210,1.210,1.210,1.358,1.333
7.000,1.852,1.778,1.531,1.852,1.654,1.679,1.877,1.778,1.802,1.531,1.506,1.852,1.753,1.531,1.827,1.679,1.111,1.284,1.704,1.827,1.679,1.654,1.333,1.531,1.358,1.605,1.481,1.481,,1.630,1.432,,1.471,1.679,1.358,1.531,1.358,1.358,1.169,1.383,1.753,1.531
9.000,1.852,1.877,1.827,1.901,1.654,1.901,1.877,2.074,1.827,1.728,1.506,1.926,2.000,-1.000,1.877,1.901,1.506,1.753,1.926,1.877,1.679,1.679,-1.000,1.704,1.435,1.778,1.654,1.605,,1.877,1.679,,1.728,1.679,1.497,1.728,1.337,1.728,-1.000,1.605,1.877,1.605
11.000,2.000,2.074,2.000,2.025,-1.000,1.901,-1.000,2.074,-1.000,1.852,1.654,2.025,2.000,-1.000,1.926,1.926,1.728,1.877,2.049,-1.000,1.802,1.827,-1.000,1.827,1.654,1.951,1.654,1.827,,1.901,1.827,,1.877,1.852,1.728,1.852,1.457,1.778,-1.000,1.728,1.951,1.827
13.000,2.025,2.074,2.148,2.025,-1.000,1.951,-1.000,2.123,-1.000,2.000,1.753,2.025,2.074,-1.000,2.074,2.025,1.728,1.951,2.049,-1.000,1.901,1.926,-1.000,1.975,1.654,1.926,1.737,1.951,,1.951,1.852,,2.049,-1.000,1.778,1.901,1.580,1.926,-1.000,1.730,1.975,1.877
15.000,2.148,2.099,2.148,2.074,-1.000,2.074,-1.000,2.123,-1.000,2.000,1.951,2.148,2.123,-1.000,2.099,2.074,1.778,1.975,2.049,-1.000,2.099,-1.000,-1.000,2.025,1.635,,1.852,1.975,,2.025,1.774,,2.173,-1.000,1.852,1.975,1.580,2.099,-1.000,1.778,2.198,1.926
17.000,2.148,2.099,2.148,2.123,-1.000,2.074,-1.000,2.321,-1.000,2.099,1.951,2.173,2.148,-1.000,2.123,2.074,1.951,2.025,2.123,-1.000,2.074,-1.000,-1.000,2.025,1.728,,1.852,-1.000,,2.025,1.951,,2.173,-1.000,1.975,2.074,1.654,2.099,-1.000,1.852,2.148,2.025
19.000,2.272,2.148,2.247,2.272,-1.000,2.000,-1.000,2.321,-1.000,2.198,2.000,2.198,2.123,-1.000,2.247,2.099,1.951,2.123,2.123,-1.000,2.099,-1.000,-1.000,2.099,1.926,,1.901,-1.000,,-1.000,1.975,,2.272,-1.000,1.870,2.098,1.778,2.033,-1.000,1.951,2.272,2.049
21.000,2.370,2.296,2.272,2.198,-1.000,-1.000,-1.000,2.321,-1.000,2.222,2.074,2.444,2.222,-1.000,2.198,2.198,1.951,2.123,2.123,-1.000,2.123,-1.000,-1.000,2.173,1.951,,1.951,-1.000,,-1.000,1.963,,2.321,-1.000,2.000,1.975,1.852,-1.000,-1.000,1.975,,
23.000,2.370,2.222,2.272,2.247,-1.000,-1.000,-1.000,-1.000,-1.000,2.247,2.099,-1.000,2.198,-1.000,2.247,2.099,2.074,2.173,2.222,-1.000,2.198,-1.000,-1.000,2.198,2.025,,1.822,-1.000,,-1.000,2.099,,2.272,-1.000,2.074,-1.000,1.834,-1.000,-1.000,1.859,,
25.000,2.370,2.346,2.296,2.296,-1.000,-1.000,-1.000,-1.000,-1.000,2.198,2.099,-1.000,2.272,-1.000,2.247,2.198,2.099,-1.000,2.198,-1.000,2.198,-1.000,-1.000,2.062,1.975,,2.049,-1.000,,-1.000,2.222,,,-1.000,2.156,-1.000,1.852,-1.000,-1.000,2.074,,
27.000,2.370,2.395,2.296,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.247,2.222,-1.000,2.123,-1.000,2.296,2.222,2.148,-1.000,2.222,-1.000,2.222,-1.000,-1.000,2.173,2.074,,2.025,-1.000,,-1.000,2.182,,,-1.000,2.198,-1.000,1.926,-1.000,-1.000,2.074,,
29.000,2.370,2.444,2.296,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.296,2.346,-1.000,2.272,-1.000,2.296,2.148,2.148,-1.000,2.222,-1.000,2.321,-1.000,-1.000,2.247,-1.000,,-1.000,-1.000,,-1.000,2.148,,,-1.000,2.198,-1.000,1.852,-1.000,-1.000,2.041,,
31.000,2.395,2.444,2.296,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,2.370,2.346,-1.000,2.222,-1.000,2.346,2.148,2.148,-1.000,2.346,-1.000,2.346,-1.000,-1.000,2.198,-1.000,,-1.000,-1.000,,-1.000,2.222,,,-1.000,2.073,-1.000,2.025,-1.000,-1.000,2.074,,
