"Wo.dim","Lo.dim","alpha","kappa","beta","a","b","c","d"
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.7785480178626,-0.05,5.85456273762351,-1.17239954267578,-6.52932105247529,-4.05828272789478,-1.17551542395584,-2.35795678914785,-1.69951932294765
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2.24482511079664,-0.05,3.35621859021845,-3.85602166704342,-0.0956400725537088,-7.63506692653129,-0.996282510035896,-2.27786737704997,-2.72855704154028
0.667089442082142,-0.05,-0.317549101855488,4.0570996777131,1.83994076134879,-5.41709010757509,-1.28968280241954,-6.56064787062732,1.31734260619895
NA,NA,NA,NA,NA,NA,NA,NA,NA
5.35056226121397,-0.05,0.0975574282861258,-7.5472254304108,-6.05167931969156,-10.0283251571116,-0.716906409029582,1.32105320582312,-5.48873148524383
2.34688310730338,-0.05,1.77597088433083,-2.05888051344029,-1.71502625462807,-6.92958743890721,-1.49945033482232,-0.346101793915067,-3.22574453213592
0.947941421318903,-0.302841331760434,-30,-5.95992828606143,16.9205552049851,-10.2389096408246,-0.396399952096547,-15.4118858794408,2.13381751284525
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2.0505555284732,-0.10153834668043,0.145316028464883,-2.23813723679494,0.792598574973545,-6.80055559855726,-1.10012852845926,0.594658646322007,-2.72436655916568
2.07723044542808,-0.05,-0.617897604212694,-1.64977790375335,0.384402506408532,-6.7144274146491,-1.60870186467414,-1.12340178065375,-3.00416659497822
3.76190650089039,-0.05,1.34389148052903,-9.85058604782239,-4.49099036245808,-13.0526629077241,-0.105602493797037,0.990290371321027,-5.53349266622654
4.34278815699332,-0.05,2.50914006625181,-6.00890332167799,-11.3051788772231,-9.00765885230832,-1.27663324410783,-2.26088112423443,-4.00723569154956
NA,NA,NA,NA,NA,NA,NA,NA,NA
8.09989601625843,-0.43281336255352,-5.21576231915651,-10.5556163402966,-6.49194935691666,-12.7628243947435,-0.125236028392077,3.19803678385719,-6.52389113008367
NA,NA,NA,NA,NA,NA,NA,NA,NA
2.29893128796726,-0.287318939256541,0.948462997596054,-2.22094971837772,-1.45889547486364,-6.9456642117498,-1.1552189639937,-0.968944225414566,-2.68936858789321
NA,NA,NA,NA,NA,NA,NA,NA,NA
3.78026823862954,-0.103495157190496,1.24035896221442,-4.14679310332655,-3.98819980227493,-6.05742485947156,-0.467213692861678,1.3189450329488,-3.52942383338437
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
