"Wo.dim","Lo.dim","alpha","kappa","beta","a","b","c","d"
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.56510483798894,-0.05,0.28729242281897,-4.23701696390921,-4.26448949510963,-6.90571345657917,-1.22639150293482,1.20375102023517,-4.3222204741669
-0.999548536113507,-0.223396479908633,-0.0656304832242895,-4.62846729246228,-0.708318298467809,-3.75045145559012,0.216218600694594,-1.24110785136724,-3.41776442529349
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2.34517556676321,-0.05,15.4093124570894,-0.224043400590569,-30,-4.62298888269784,-1.72534729503244,-16.5979266165526,2.80221899689091
2.08323228911523,-0.05,1.896692053236,-0.598564908007752,-0.436498114481857,-4.36630993552282,-0.665791745648943,0.63957507555383,-1.90066345559365
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.33488224171035,-0.311473220826264,-1.23329474918581,8.90503007677735,6.29486513755172,-3.70985235619952,-0.665015468105528,-4.64651274107032,3.23139243817528
-1.94307256395041,-0.364717596711221,-2.10451031458724,6.94788865918614,12.0358432817772,-7.34751628962333,-0.832153795537881,-8.99928560551771,3.87484364968134
1.92432754006108,-0.5,-0.691202940673506,-0.538969735961122,2.4020337539149,-4.2573572872323,-0.247104900358895,1.74341930954491,-0.627979446291428
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.54009499138118,-0.5,-3.7285434592495,9.82970710349309,8.85388932547247,-3.83068389442244,-0.556666820468806,-3.58150626686887,3.58193764934719
0.327050104130654,-0.05,14.2539033770412,9.53671661136512,5.55902994839055,-4.94950771798207,-0.837889452588025,-3.28648050295205,2.67476427833625
5.50665513784622,-0.347504645541471,-0.116916128966111,-7.15768977204773,-4.77734482924107,-10.0265475814221,-0.424882906406653,2.51435206822796,-5.08085775088507
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.2017684330204,-0.05,1.06160278816689,-3.96064889304058,-4.10990767196485,-6.49477469563752,-1.17483741988371,1.29641148940047,-4.11700922574815
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.5921486331327,-0.199556625617843,-4.55521309663122,1.43228814147764,3.06115803275408,-3.90268658625106,-0.834115307105759,-1.77180034847639,-0.325805789105191
1.55406303966433,-0.5,-2.86418911777993,-2.23322385673992,2.31130337383604,-6.30406474423714,-0.264253587526012,-0.959865562494083,-1.16479159512292
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.21167522507167,-0.269474095437733,-0.772955936367345,-4.12992123361876,-2.97010194675838,-6.50324607170738,-0.71111680953551,1.80523903039274,-3.55582266328767
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.414242347457341,-0.5,-2.88889318084283,8.36246710849598,9.28346407917632,-5.17668177724455,-0.839444273571059,-5.26777231494342,3.02318917291937
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.05359076187191,-0.224677169573343,0.855445680469665,-5.44556929470253,-4.22720176540375,-8.80359034436638,-1.00348250332151,1.08409923303404,-4.54297443629157
7.70749481562985,-0.330232303821872,-6.68487326601316,-10.302245566759,-6.40997720988545,-12.3697461659356,-0.643604697874172,1.01050294835501,-6.50964639339247
7.35811035341069,-0.312535390102526,-2.98298649654017,-9.29280895447879,-6.89260846316778,-12.0147608782924,-0.93140815889761,2.87300201010918,-6.9351463813494
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.9444073715103,-0.5,-3.05079572969075,1.27588128915972,2.65231825274788,-4.28896613664935,-0.646293722835106,-1.47384650044842,-0.452550215718435
NA,NA,NA,NA,NA,NA,NA,NA,NA
2.79560695654875,-0.05,1.31054235274511,-3.14874019854107,-2.1009713399143,-7.74038574861337,-1.86612049104581,-2.45373671796017,-3.46299941469648
7.51144242928654,-0.5,-4.65642378711343,-10.2584626751288,-5.92968595827208,-12.1556345284886,-0.00699005529345994,3.23059219524389,-5.9721403651434
2.7131293020112,-0.05,2.56973130712251,-4.06670051089233,-4.36956067806833,-7.37733866835531,-1.217676033145,-0.639250157967148,-3.72625266055619
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
3.53607698715453,-0.337870362950041,1.2005597405785,-5.16845068962595,-3.11263723781648,-8.1789479123998,-0.654204092058421,1.46743581656726,-3.97861579742545
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.78925346913779,-0.268406981540536,2.29490754042236,-5.75466436407327,-1.76441235166921,1.43610035947229,0.244524546944243,0.490068285998653,-2.73000889128561
4.1569965320473,-0.5,1.39000570246899,-9.77190886960237,-4.36551698814338,-13.4477529335778,-0.11700487259556,1.46624711425303,-5.30664914348198
3.98953785487886,-0.05,3.71841487906823,-3.93068382289388,-8.6099526903905,-6.30908101350416,-1.77638125268297,-1.25089440453908,-4.18328639672938
2.4019485458059,-0.05,3.77849195449622,-0.775859225133229,-4.08752369511434,-4.68506044190652,-1.50733832613709,-1.45785384659838,-2.33306286863115
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
3.87560423140365,-0.279236461536204,0.501000116824775,-3.5183240826892,-3.30623544363054,-6.21021365893488,-0.764194513654386,1.2905625289266,-3.54519303772664
1.34927945901134,-0.180694602419635,-5.41503024676558,7.84931777699567,6.78135248797758,-3.70016365182388,-1.02052777054842,-4.8500831234934,2.43071686556907
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
8.61875697046672,-0.5,-1.95418857183646,-8.9768257847789,-8.62849551532358,-10.9406127513883,-0.817519545970179,4.05355922033445,-7.24588223468895
7.12327934761464,-0.391486118223472,-1.3462998089826,-9.85517862344037,-7.96025637585014,-11.8220218716794,-0.187932757015722,3.55547229021868,-6.56130634602575
4.29178211189383,-0.390633340438435,1.42201508340343,-9.13586785853573,-4.7261773884038,-13.582538511694,-1.00429219156375,0.593165080192792,-6.19467305138591
2.03809778929038,-0.144965743337428,1.74251116790072,9.71947362319477,5.35604704403253,-4.3418432890027,-1.74352646918297,-2.86682767730465,1.48842637193452
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
6.56228864465571,-0.334057274909737,-3.84322943012573,-6.86234326262995,-5.78363311327702,-11.0464379039176,-1.02813171288032,1.27341461322605,-7.5177021001813
NA,NA,NA,NA,NA,NA,NA,NA,NA
6.77478348726354,-0.372096791100458,-4.94655600890495,-9.69560838708501,-3.62757098520516,-15.9199307772937,-1.09676797266294,-0.981550593800968,-9.66694667636512
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.10460617577278,-0.05,3.33800195219729,-4.74706681297211,-1.78901030612026,-10.2469673671498,-1.32650969223124,-2.05865471415518,-3.59720019022896
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.50597860915166,-0.05,-0.550901337734916,7.10018241566909,4.50475245857438,-3.85386596895174,-1.43894636862046,-4.21438827823378,1.45506432769376
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.03912858599578,-0.05,8.72973259726604,-4.61537493589444,-18.056386896305,-6.34812782216118,-1.57456258181981,-6.85649142216069,-1.77466394930775
2.03723796400562,-0.5,-0.98304400106674,-0.76657888562344,1.39313034046158,-4.41223823677566,-0.370198117501587,0.744810732373356,-1.05170142867846
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.854477882617444,-0.05,4.97318735425954,-3.43514079386834,-0.699152591824262,-8.4086022282095,-1.12643511800759,-2.43811611855341,-2.44710688736436
